age	job	marital	education	default	housing	loan	contact	month	day_of_week	duration	campaign	pdays	previous	poutcome	emp.var.rate	cons.price.idx	cons.conf.idx	euribor3m	nr.employed	y
44	3	1	2	1	2	1	2	1	2	83	3	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9142857142857139	0.7194706994328897	0
30	3	2	2	1	1	1	1	5	2	605	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	0
37	4	1	3	1	1	2	1	7	2	585	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9646258503401357	1.0	0
57	5	1	1	1	2	1	1	5	5	94	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9619047619047618	1.0	0
32	5	1	4	1	1	1	1	5	4	255	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	1
54	3	1	4	1	2	1	1	3	5	1868	2	10	1	3	-0.04166666666666663	1.0	-1.0	-0.8185941043083902	-1.0	1
58	1	1	1	1	1	1	1	7	3	846	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9659863945578226	1.0	1
27	10	2	3	1	2	1	2	2	2	404	2	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9179138321995464	1.0	0
30	10	1	2	1	1	1	1	5	5	383	3	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9619047619047618	1.0	0
42	1	1	5	1	2	1	2	1	2	51	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9156462585034013	0.7194706994328897	0
48	9	1	2	1	2	1	2	2	5	87	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9179138321995464	1.0	0
35	3	2	3	1	2	1	1	7	3	167	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9659863945578226	1.0	0
30	2	1	2	1	2	1	2	2	3	151	3	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9183673469387756	1.0	0
28	5	2	2	1	1	2	1	9	4	48	4	999	1	2	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6485260770975058	0.024574669187146014	0
30	3	2	3	1	1	1	1	3	5	288	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5954648526077093	0.7557655954631386	0
27	11	2	1	1	1	1	1	7	2	111	1	999	0	1	-0.29166666666666663	0.42322681215900104	0.046025104602510414	-0.8798185941043084	-0.7882797731569013	0
23	8	1	3	1	1	1	1	7	4	87	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
31	4	2	3	1	2	1	1	7	3	209	1	999	2	2	-0.29166666666666663	0.42322681215900104	0.046025104602510414	-0.8807256235827665	-0.7882797731569013	0
43	4	1	1	1	2	1	2	1	2	173	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.915192743764172	0.7194706994328897	0
52	5	1	2	1	1	1	2	1	3	503	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
24	1	1	1	1	1	2	2	1	1	101	6	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9138321995464851	0.7194706994328897	0
35	1	2	6	1	2	1	1	3	4	370	1	999	1	2	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5605442176870745	0.7557655954631386	0
59	5	1	4	1	2	1	1	2	4	1207	4	999	1	2	-0.29166666666666663	0.44505066250974323	-0.07949790794979084	-0.9514739229024944	-0.7882797731569013	1
37	1	2	1	1	2	1	2	1	2	211	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
46	3	1	4	1	2	1	1	9	1	609	1	999	1	2	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6507936507936508	0.024574669187146014	0
26	5	2	3	1	1	1	1	5	1	806	3	6	2	3	-0.29166666666666663	0.5697583787996905	-0.12133891213389125	-0.8975056689342404	-0.7882797731569013	1
40	6	1	3	1	1	1	1	7	4	77	6	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
40	6	1	3	1	1	1	1	1	5	459	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6784580498866214	0.024574669187146014	0
29	3	2	3	1	1	2	2	1	2	266	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9156462585034013	0.7194706994328897	0
28	1	2	1	1	1	1	1	1	4	225	1	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7138321995464854	0.024574669187146014	0
28	10	2	3	1	1	1	1	1	3	434	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7238095238095239	0.024574669187146014	0
33	5	1	4	1	2	1	2	1	4	191	4	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9160997732426301	0.7194706994328897	0
56	8	1	3	1	1	2	2	2	4	82	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9619047619047618	1.0	0
57	7	1	1	1	2	1	1	7	5	388	4	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	1
39	4	1	3	1	2	1	2	1	2	17	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.915192743764172	0.7194706994328897	0
25	3	2	3	1	2	1	2	2	2	188	2	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9179138321995464	1.0	0
48	3	1	3	1	1	1	1	3	2	288	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5804988662131518	0.7557655954631386	0
32	3	2	3	1	1	1	1	7	4	206	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
48	3	1	3	1	1	2	1	5	1	154	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	0
41	3	3	2	1	2	1	2	1	5	293	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
29	3	2	3	1	1	1	1	6	3	215	1	999	0	1	-0.33333333333333326	-0.08963367108339071	0.33891213389121333	-0.998185941043084	-0.6589792060491533	1
28	1	2	2	1	1	1	2	2	3	102	2	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9183673469387756	1.0	0
30	3	1	3	1	2	1	2	1	5	178	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
54	3	1	3	1	1	1	2	1	4	461	3	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9138321995464851	0.7194706994328897	0
38	1	1	1	1	2	1	1	1	2	204	1	11	1	3	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.70702947845805	0.024574669187146014	0
46	9	3	6	1	1	1	2	2	5	143	8	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9179138321995464	1.0	0
38	3	3	3	1	2	1	2	2	1	50	3	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9609977324263037	1.0	0
38	2	1	2	1	2	1	1	5	4	81	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.965079365079365	1.0	0
33	1	1	2	1	1	1	2	1	2	233	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9142857142857139	0.7194706994328897	0
25	3	1	3	1	2	1	2	1	1	56	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9179138321995464	0.7194706994328897	0
57	2	1	2	1	1	1	1	1	3	126	2	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7238095238095239	0.024574669187146014	0
36	3	2	3	1	2	1	1	7	2	142	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
54	3	1	3	1	2	1	1	5	4	9	5	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.965079365079365	1.0	0
25	4	2	3	1	2	1	2	1	5	247	3	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9142857142857139	0.7194706994328897	0
41	8	1	3	1	2	1	2	1	2	130	4	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9142857142857139	0.7194706994328897	0
54	6	1	3	1	1	1	1	9	5	336	1	999	0	1	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6507936507936508	0.024574669187146014	0
40	3	1	2	1	2	1	2	1	3	160	3	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
81	7	1	5	1	2	1	1	1	3	617	2	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6739229024943311	0.024574669187146014	1
43	5	3	4	1	1	1	1	1	3	143	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7147392290249434	0.024574669187146014	0
34	3	1	2	1	1	1	1	2	2	238	1	6	2	3	-0.29166666666666663	0.44505066250974323	-0.07949790794979084	-0.9687074829931974	-0.7882797731569013	1
42	5	1	2	1	1	1	1	7	5	188	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.965079365079365	1.0	0
30	2	1	6	1	2	1	1	3	5	154	2	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5954648526077093	0.7557655954631386	0
42	1	1	1	1	2	1	1	1	5	632	5	10	1	3	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6784580498866214	0.024574669187146014	0
52	5	1	1	1	1	1	1	3	1	102	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5356009070294783	0.7557655954631386	0
49	3	1	3	1	1	1	2	1	3	212	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
49	5	1	4	1	1	1	2	1	5	57	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9142857142857139	0.7194706994328897	0
32	8	1	3	1	2	1	1	3	4	73	4	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5605442176870745	0.7557655954631386	0
27	2	1	2	1	2	1	1	5	4	184	3	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	0
44	3	3	2	1	1	1	1	1	5	173	8	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7024943310657598	0.024574669187146014	0
33	3	2	3	1	2	1	1	1	2	6	7	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.70702947845805	0.024574669187146014	0
30	2	1	1	1	2	1	1	5	5	70	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9619047619047618	1.0	0
32	3	2	3	1	1	1	1	5	4	96	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9605442176870749	1.0	0
49	10	1	2	1	1	1	1	5	2	98	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	0
48	5	1	4	1	1	1	1	7	1	336	8	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	1
42	1	1	5	1	2	1	2	1	2	456	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
28	3	1	2	1	1	1	1	1	2	293	3	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6829931972789116	0.024574669187146014	0
23	6	2	3	1	1	1	1	5	5	314	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9619047619047618	1.0	0
36	1	1	6	1	1	1	2	1	2	167	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.915192743764172	0.7194706994328897	0
49	10	1	5	1	1	1	1	7	2	155	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
36	1	1	1	1	1	1	1	5	3	80	3	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
47	6	3	5	1	2	1	2	1	1	241	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9138321995464851	0.7194706994328897	0
35	3	1	3	1	2	1	1	1	4	322	3	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7120181405895692	0.024574669187146014	0
37	3	3	2	1	2	1	2	1	4	51	10	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9160997732426301	0.7194706994328897	0
30	10	1	2	1	2	1	1	1	3	417	1	3	1	3	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6739229024943311	0.024574669187146014	1
33	3	2	2	1	1	1	1	5	5	498	5	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9619047619047618	1.0	0
43	10	1	5	1	2	1	1	1	2	117	2	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6829931972789116	0.024574669187146014	0
29	5	2	3	1	2	1	1	1	3	68	2	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7238095238095239	0.024574669187146014	0
35	3	3	2	1	1	2	2	1	3	82	2	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6988662131519275	0.024574669187146014	0
47	3	1	2	1	2	1	1	1	2	99	2	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7120181405895692	0.024574669187146014	0
37	6	1	3	1	1	1	1	3	4	252	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5605442176870745	0.7557655954631386	0
37	4	1	1	1	1	2	1	5	4	171	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	0
50	3	1	1	1	2	1	1	7	4	84	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.965079365079365	1.0	0
30	3	2	3	1	2	1	1	7	3	135	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
33	1	1	1	1	1	1	1	5	5	132	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9619047619047618	1.0	0
37	3	2	2	1	2	2	1	5	5	223	6	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9619047619047618	1.0	0
45	4	3	3	1	2	2	1	1	1	133	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7210884353741497	0.024574669187146014	0
30	3	2	3	1	2	1	1	3	1	258	2	999	1	2	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5356009070294783	0.7557655954631386	0
51	6	3	3	1	2	1	1	1	2	345	2	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6829931972789116	0.024574669187146014	0
49	4	2	1	1	2	1	2	1	3	58	10	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.915192743764172	0.7194706994328897	0
31	5	2	3	1	1	1	1	7	4	958	5	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9623582766439907	1.0	0
40	3	2	3	1	1	1	1	5	1	250	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
41	5	1	4	1	2	2	1	7	4	898	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
58	7	1	5	1	1	1	1	9	4	185	1	2	1	3	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6689342403628119	0.024574669187146014	0
39	5	3	4	1	1	1	2	1	1	135	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9138321995464851	0.7194706994328897	0
48	5	1	6	1	2	2	2	1	5	175	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
51	1	1	5	1	2	1	1	7	5	132	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.965079365079365	1.0	0
35	1	1	6	1	1	1	1	3	5	372	2	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5954648526077093	0.7557655954631386	0
44	3	1	2	1	2	1	1	7	3	126	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
43	1	1	5	1	2	2	1	1	2	69	1	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.70702947845805	0.024574669187146014	0
30	5	2	3	1	2	1	1	7	4	183	7	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
41	5	3	5	1	1	1	2	1	5	270	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9142857142857139	0.7194706994328897	0
27	6	2	3	1	1	1	2	1	5	134	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9142857142857139	0.7194706994328897	0
45	1	1	2	1	1	2	1	3	3	449	2	5	3	3	-0.04166666666666663	1.0	-1.0	-0.8117913832199547	-1.0	1
26	3	2	2	1	1	1	2	1	1	160	3	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9179138321995464	0.7194706994328897	0
24	11	2	2	1	2	1	1	5	2	115	1	999	1	2	-0.7916666666666665	-0.7911145752143369	0.4393305439330537	-0.8213151927437643	-0.14858223062382336	0
46	6	1	3	1	1	1	1	3	4	205	6	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5605442176870745	0.7557655954631386	0
61	1	1	6	1	1	2	1	1	1	403	1	3	2	3	-0.33333333333333326	0.30553390491037646	-0.09623430962343127	-0.9727891156462586	-0.6589792060491533	1
50	3	3	1	1	2	1	2	1	1	145	4	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
55	3	1	5	1	1	1	1	9	1	548	1	999	1	2	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6507936507936508	0.024574669187146014	0
54	1	1	5	1	1	1	1	7	4	109	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
40	1	3	1	1	1	1	1	5	2	207	3	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
58	8	1	3	1	2	1	2	5	2	175	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	0
36	3	2	3	1	1	1	1	7	4	379	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
30	3	2	3	1	1	1	1	7	2	105	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
45	3	2	3	1	1	1	1	5	4	544	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9605442176870749	1.0	0
40	6	1	3	1	1	1	1	3	1	401	1	999	1	2	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5356009070294783	0.7557655954631386	0
42	4	1	3	1	2	1	1	5	3	84	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
49	6	1	3	1	2	1	1	5	3	549	3	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
55	10	1	5	1	1	1	2	4	5	6	1	999	0	1	-0.04166666666666663	0.5572876071706929	0.11297071129707081	-0.8893424036281179	-1.0	0
49	3	1	2	1	1	1	1	7	1	183	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9641723356009069	1.0	0
48	1	1	5	1	2	2	2	2	5	291	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9179138321995464	1.0	0
49	3	1	2	1	2	1	1	7	1	151	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9641723356009069	1.0	0
35	2	1	2	1	2	1	1	1	1	301	2	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6925170068027212	0.024574669187146014	0
32	3	2	4	1	1	1	2	1	3	16	11	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
67	9	3	4	1	1	1	1	3	3	655	2	5	5	3	-0.04166666666666663	1.0	-1.0	-0.816780045351474	-1.0	1
41	5	1	3	1	1	2	1	1	1	170	4	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6925170068027212	0.024574669187146014	0
73	7	1	3	1	1	1	1	6	1	179	1	999	0	1	-0.33333333333333326	-0.4996102883865916	-0.93305439330544	-0.5936507936507938	0.024574669187146014	1
32	6	2	5	1	2	1	2	1	3	73	7	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.915192743764172	0.7194706994328897	0
33	6	1	3	1	1	1	1	7	2	113	3	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
36	5	1	4	1	1	1	2	1	2	86	4	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7120181405895692	0.024574669187146014	0
40	5	1	4	1	1	1	1	3	4	180	1	999	1	2	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5605442176870745	0.7557655954631386	0
25	1	2	1	1	1	2	1	5	4	212	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
45	6	1	3	1	1	1	1	5	4	391	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.965079365079365	1.0	0
33	5	1	3	1	2	1	2	3	2	91	2	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5804988662131518	0.7557655954631386	0
31	3	1	3	1	1	1	1	7	4	280	7	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
42	2	1	3	1	1	1	1	9	3	257	1	999	0	1	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6507936507936508	0.024574669187146014	0
40	6	1	3	1	2	2	1	7	5	454	3	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9641723356009069	1.0	0
30	5	1	3	1	2	1	1	2	1	171	1	7	1	3	-0.29166666666666663	0.44505066250974323	-0.07949790794979084	-0.9487528344671202	-0.7882797731569013	0
41	6	3	6	1	2	1	1	3	4	268	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5605442176870745	0.7557655954631386	0
44	4	2	4	1	1	1	1	1	3	775	5	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6739229024943311	0.024574669187146014	1
25	2	1	2	1	1	1	1	5	1	164	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9600907029478456	1.0	0
30	1	1	1	1	2	1	1	5	2	988	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	1
25	3	1	3	1	1	1	2	2	1	109	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9646258503401357	1.0	0
31	5	3	3	1	1	1	1	7	4	132	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
29	5	2	3	1	2	1	1	5	2	259	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	0
47	3	1	3	1	2	1	2	1	4	42	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9138321995464851	0.7194706994328897	0
25	3	1	2	1	2	2	2	1	5	125	4	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9142857142857139	0.7194706994328897	0
29	5	1	4	1	2	1	2	1	1	886	3	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9179138321995464	0.7194706994328897	1
45	1	2	1	1	2	1	2	2	3	185	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9183673469387756	1.0	0
31	5	2	3	1	2	1	2	8	4	154	1	999	0	1	0.37500000000000006	0.2447388932190222	-0.1297071129707117	0.8861678004535143	0.7557655954631386	1
44	8	1	5	1	1	1	1	1	5	955	2	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6784580498866214	0.024574669187146014	1
24	1	2	1	1	1	1	1	5	1	545	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	0
40	3	1	3	1	1	1	1	7	5	124	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9641723356009069	1.0	0
39	2	1	5	1	2	1	2	1	4	126	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9160997732426301	0.7194706994328897	0
44	6	3	3	1	1	1	1	9	1	230	1	999	0	1	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.617233560090703	0.024574669187146014	0
51	1	1	2	1	1	1	1	1	2	809	1	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.70702947845805	0.024574669187146014	1
38	6	1	3	1	1	1	1	1	1	1276	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6925170068027212	0.024574669187146014	1
34	5	1	4	1	2	1	1	1	1	83	2	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6925170068027212	0.024574669187146014	0
23	1	2	2	1	2	1	1	5	2	251	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9600907029478456	1.0	0
30	3	2	3	1	2	1	2	1	2	25	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9142857142857139	0.7194706994328897	0
26	1	1	6	1	2	1	2	1	2	389	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9156462585034013	0.7194706994328897	0
34	3	1	6	1	1	2	1	3	2	102	2	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5804988662131518	0.7557655954631386	0
32	6	3	3	1	2	1	1	1	5	342	3	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6784580498866214	0.024574669187146014	0
27	4	2	3	1	1	2	2	2	2	161	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9179138321995464	1.0	0
29	1	1	4	1	2	1	2	1	2	34	8	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.70702947845805	0.024574669187146014	0
42	5	2	3	1	1	2	1	7	2	275	8	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
30	5	2	3	1	2	2	1	7	1	81	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
38	6	1	3	1	1	1	1	1	2	172	3	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.70702947845805	0.024574669187146014	0
49	1	1	6	1	2	1	1	7	4	139	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
30	3	2	3	1	1	1	1	1	3	232	2	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6988662131519275	0.024574669187146014	0
41	1	1	2	1	1	1	1	1	1	239	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7210884353741497	0.024574669187146014	0
